Province,Type,Subregion,Name,Latitude,Longitude,Tel
Eastern Cape,Police,Kubusiedrift,Kubusiedrift,-32.56819,27.62384,
Eastern Cape,Police,Stutterheim,Stutterheim,-32.57118,27.42741,
Eastern Cape,Police,Motherwell,Motherwell,-33.79664,25.58419,
Eastern Cape,Police,Kwadwesi,Kwadwesi,-33.84109,25.52347,
Eastern Cape,Police,Cradock,Cradock,-32.1756,25.62571,
Eastern Cape,Police,Indwe,Indwe,-31.47124,27.33555,
Eastern Cape,Police,Rossouw,Rossouw,-31.16777,27.27997,
Eastern Cape,Police,Elands Height,Elands Height,-30.80423,28.22494,
Eastern Cape,Police,Maclear,Maclear,-31.06708,28.34897,
Eastern Cape,Police,Wolwefontein,Wolwefontein,-33.29291,24.82834,
Eastern Cape,Police,Addo,Addo,-33.54769,25.69029,
Eastern Cape,Police,Msobomvu,Msobomvu,-32.32437,28.186,
Eastern Cape,Police,Ntabankulu,Ntabankulu,-30.95517,29.30275,
Eastern Cape,Police,Maluti,Maluti,-30.26205,28.78647,
Eastern Cape,Police,Lukholweni,Lukholweni,-30.64249,28.85494,
Eastern Cape,Police,Komga,Komga,-32.57532,27.89203,
Eastern Cape,Police,Grahamstown,Grahamstown,-33.31163,26.53445,
Eastern Cape,Police,Maletswai,Maletswai,-30.69442,26.69165,
Eastern Cape,Police,Kei Mouth,Kei Mouth,-32.6788,28.37477,
Eastern Cape,Police,King William'S Town,King William'S Town,-32.87139,27.39139,
Eastern Cape,Police,Kei Road,Kei Road,-32.70575,27.54653,
Eastern Cape,Police,Kidds Beach,Kidds Beach,-33.14929,27.69525,
Eastern Cape,Police,Punzana,Punzana,-33.06903,27.44577,
Eastern Cape,Police,Centane,Centane,-32.51021,28.3202,
Eastern Cape,Police,Ezibeleni,Ezibeleni,-31.90484,26.95282,
Eastern Cape,Police,Idutywa,Idutywa,-32.10058,28.30797,
Eastern Cape,Police,Floukraal,Floukraal,-30.99623,27.05484,
Eastern Cape,Police,Jamestown,Jamestown,-31.1205,26.81023,
Eastern Cape,Police,Lady Grey,Lady Grey,-30.71202,27.20923,
Eastern Cape,Police,Molteno,Molteno,-31.39491,26.36142,
Eastern Cape,Police,Nemato,Nemato,-33.57672,26.89275,
Eastern Cape,Police,East London,East London,-33.02058,27.90288,
Eastern Cape,Police,Flagstaff,Flagstaff,-31.08187,29.49472,
Eastern Cape,Police,Bizana,Bizana,-30.85428,29.85939,
Eastern Cape,Police,Bridge Camp,Bridge Camp,-32.02197,27.3588,
Eastern Cape,Police,Ngqeleni,Ngqeleni,-31.67193,29.03225,
Eastern Cape,Police,Duncan Village,Duncan Village,-33.00505,27.88872,
Eastern Cape,Police,Gonubie,Gonubie,-32.9366,28.00084,
Eastern Cape,Police,Bluewater,Bluewater,-32.72743,27.95053,
Eastern Cape,Police,Beacon Bay,Beacon Bay,-32.96884,27.93836,
Eastern Cape,Police,Berlin,Berlin,-32.87859,27.5732,
Eastern Cape,Police,Moyeni,Moyeni,-33.48006,27.13021,
Eastern Cape,Police,Inyibiba,Inyibiba,-32.95596,27.69467,
Eastern Cape,Police,Whittlesea,Whittlesea,-32.17097,26.82443,
Eastern Cape,Police,Kleinbulhoek,Kleinbulhoek,-32.16655,26.575,
Eastern Cape,Police,Henderson,Henderson,-32.3144,27.33609,
Eastern Cape,Police,Cedarville,Cedarville,-30.39106,29.04574,
Eastern Cape,Police,Vulindlela,Vulindlela,-32.92197,27.71242,
Eastern Cape,Police,Ilinge,Ilinge,-31.97622,27.03843,
Eastern Cape,Police,Queenstown,Queenstown,-31.89704,26.87144,
Eastern Cape,Police,Kwanobuhle,Kwanobuhle,-33.81395,25.39782,
Eastern Cape,Police,Bathurst,Bathurst,-33.50484,26.83917,
Eastern Cape,Police,Hankey,Hankey,-33.83223,24.88528,
Eastern Cape,Police,Humansdorp,Humansdorp,-34.02798,24.77275,
Eastern Cape,Police,Kareedouw,Kareedouw,-33.95386,24.29433,
Eastern Cape,Police,Kirkwood,Kirkwood,-33.39892,25.44409,
Eastern Cape,Police,Storms River,Storms River,-33.97407,23.8889,
Eastern Cape,Police,Bethelsdorp,Bethelsdorp,-33.87062,25.51261,
Eastern Cape,Police,Despatch,Despatch,-33.80317,25.47264,
Eastern Cape,Police,Kolomane,Kolomane,-32.42247,26.78883,
Eastern Cape,Police,Mthatha,Mthatha,-31.58173,28.77164,
Eastern Cape,Police,Healdtown,Healdtown,-32.74839,26.64999,
Eastern Cape,Police,Gelvandale,Gelvandale,-33.91055,25.5503,
Eastern Cape,Police,Kenton On Sea,Kenton On Sea,-33.68053,26.66674,
Eastern Cape,Police,Ida,Ida,-31.40925,27.55116,
Eastern Cape,Police,Aliwal North,Aliwal North,-30.68748,26.71103,
Eastern Cape,Police,Steynsburg,Steynsburg,-31.29284,25.82328,
Eastern Cape,Police,Burgersdorp,Burgersdorp,-30.99708,26.33273,
Eastern Cape,Police,Fort Beaufort,Fort Beaufort,-32.77701,26.63555,
Eastern Cape,Police,Kinkelbos,Kinkelbos,-33.64669,25.87827,
Eastern Cape,Police,Kwazakele,Kwazakele,-33.87626,25.58308,
Eastern Cape,Police,Mpisi,Mpisi,-31.14658,29.93013,
Eastern Cape,Police,Phumalanga,Phumalanga,-30.57749,27.57751,
Eastern Cape,Police,Cofimvaba,Cofimvaba,-32.00375,27.58411,
Eastern Cape,Police,Bedford,Bedford,-32.68363,26.08275,
Eastern Cape,Police,Sterkstroom,Sterkstroom,-31.55052,26.55598,
Eastern Cape,Police,Graaff-Reinet,Graaff-Reinet,-32.25286,24.53989,
Eastern Cape,Police,Dimbaza,Dimbaza,-32.83365,27.20597,
Eastern Cape,Police,Elliotdale,Elliotdale,-31.96778,28.68342,
Eastern Cape,Police,Lusikisiki,Lusikisiki,-31.36889,29.57499,
Eastern Cape,Police,Mzamba,Mzamba,-31.07529,30.18437,
Eastern Cape,Police,Sterkspruit,Sterkspruit,-30.52837,27.37134,
Eastern Cape,Police,Tsomo,Tsomo,-32.03707,27.81802,
Eastern Cape,Police,Ikamvelihle,Ikamvelihle,-33.79741,25.60843,
Eastern Cape,Police,Sulenkama,Sulenkama,-31.01688,28.68437,
Eastern Cape,Police,Coffee Bay,Coffee Bay,-31.97848,29.14881,
Eastern Cape,Police,Kwaaiman,Kwaaiman,-31.9192,28.97806,
Eastern Cape,Police,Fort Brown,Fort Brown,-33.12978,26.61773,
Eastern Cape,Police,Seven Fountains,Seven Fountains,-33.44057,26.3261,
Eastern Cape,Police,Mooiplaas,Mooiplaas,-32.7383,28.05225,
Eastern Cape,Police,Hofmeyr,Hofmeyr,-31.65593,25.80221,
Eastern Cape,Police,Jeffreys Bay,Jeffreys Bay,-34.0553,24.92192,
Eastern Cape,Police,Kei Bridge,Kei Bridge,-32.50557,27.97953,
Eastern Cape,Police,Swartkops,Swartkops,-33.85136,25.60443,
Eastern Cape,Police,Doringkloof,Doringkloof,-32.45969,26.51463,
Eastern Cape,Police,Willowmore,Willowmore,-33.29543,23.48728,
Eastern Cape,Police,Mount Road,Mount Road,-33.95494,25.59516,
Eastern Cape,Police,Kabega Park,Kabega Park,-33.93989,25.49849,
Eastern Cape,Police,Walmer,Walmer,-33.97903,25.58483,
Eastern Cape,Police,Humewood,Humewood,-33.97403,25.62617,
Eastern Cape,Police,Riebeeck East,Riebeeck East,-33.20341,26.15276,
Eastern Cape,Police,Paterson,Paterson,-33.43978,25.96983,
Eastern Cape,Police,Patensie,Patensie,-33.75645,24.81577,
Eastern Cape,Police,Mbizeni,Mbizeni,-30.75569,28.36188,
Eastern Cape,Police,Tsolo,Tsolo,-31.31138,28.75858,
Eastern Cape,Police,Jansenville,Jansenville,-32.94236,24.66876,
Eastern Cape,Police,Chungwa,Chungwa,-32.83898,27.15612,
Eastern Cape,Police,Tyefu,Tyefu,-33.12668,26.90461,
Eastern Cape,Police,Hamburg,Hamburg,-33.28897,27.46711,
Eastern Cape,Police,Chalumna,Chalumna,-33.13694,27.53995,
Eastern Cape,Police,Zamuxolo,Zamuxolo,-30.59053,28.26695,
Eastern Cape,Police,Tabase,Tabase,-30.52585,28.31933,
Eastern Cape,Police,Katkop,Katkop,-30.88541,28.51182,
Eastern Cape,Police,Avondale,Avondale,-30.29751,28.40448,
Eastern Cape,Police,Afsondering,Afsondering,-30.16502,28.96145,
Eastern Cape,Police,Macleantown,Macleantown,-32.78686,27.74466,
Eastern Cape,Police,Bityi,Bityi,-31.80929,28.53375,
Eastern Cape,Police,Libode,Libode,-31.53967,29.01552,
Eastern Cape,Police,Qumbu,Qumbu,-31.16497,28.87266,
Eastern Cape,Police,Alicedale,Alicedale,-33.31668,26.08514,
Eastern Cape,Police,Palmietfontein,Palmietfontein,-30.42178,27.54181,
Eastern Cape,Police,Thomas River,Thomas River,-32.45155,27.25308,
Eastern Cape,Police,Tylden,Tylden,-32.11508,27.0706,
Eastern Cape,Police,Hogsback,Hogsback,-32.60057,26.93696,
Eastern Cape,Police,Kwandengane,Kwandengane,-31.054979,29.75814,
Eastern Cape,Police,Joza,Joza,-33.28478,26.57081,
Eastern Cape,Police,Ntabethemba,Ntabethemba,-32.03171,26.48029,
Eastern Cape,Police,Thornhill Ciskei,Thornhill Ciskei,-31.98433,26.6089,
Eastern Cape,Police,Ngangelizwe,Ngangelizwe,-31.60532,28.79572,
Eastern Cape,Police,Tina Falls,Tina Falls,-31.22086,29.02187,
Eastern Cape,Police,Port St Johns,Port St Johns,-31.62894,29.54424,
Eastern Cape,Police,Joubertina,Joubertina,-33.82652,23.85546,
Eastern Cape,Police,Middelburg(Ec),Middelburg(Ec),-31.49245,25.00611,
Eastern Cape,Police,Mqanduli,Mqanduli,-31.81916,28.76291,
Eastern Cape,Police,Buffalo Flats,Buffalo Flats,-33.02401,27.86027,
Eastern Cape,Police,Adelaide,Adelaide,-32.70725,26.29255,
Eastern Cape,Police,Cookhouse,Cookhouse,-32.75007,25.8005,
Eastern Cape,Police,Somerset East,Somerset East,-32.7182,25.59114,
Eastern Cape,Police,Uitenhage,Uitenhage,-33.76565,25.40085,
Eastern Cape,Police,Zwelitsha,Zwelitsha,-32.91425,27.42121,
Eastern Cape,Police,Butterworth,Butterworth,-32.3292,28.14217,
Eastern Cape,Police,Willowvale,Willowvale,-32.267,28.50661,
Eastern Cape,Police,Seymour,Seymour,-32.55177,26.76792,
Eastern Cape,Police,Mdantsane,Mdantsane,-32.94867,27.77583,
Eastern Cape,Police,Algoapark,Algoapark,-33.90246,25.57071,
Eastern Cape,Police,Nqamakwe,Nqamakwe,-32.20241,27.94282,
Eastern Cape,Police,Mount Frere,Mount Frere,-30.9068,28.99125,
Eastern Cape,Police,Mtontsasa,Mtontsasa,-31.20766,29.7024,
Eastern Cape,Police,Kamesh,Kamesh,-33.75313,25.38562,
Eastern Cape,Police,Thornhill,Thornhill,-33.90226,25.14084,
Eastern Cape,Police,Ugie,Ugie,-31.19953,28.2349,
Eastern Cape,Police,Barkly East,Barkly East,-30.96913,27.59774,
Eastern Cape,Police,Pearston,Pearston,-32.58076,25.13783,
Eastern Cape,Police,Rietbron,Rietbron,-32.90126,23.1522,
Eastern Cape,Police,Cala,Cala,-31.52416,27.69644,
Eastern Cape,Police,Engcobo,Engcobo,-31.67635,27.99961,
Eastern Cape,Police,Dalasile,Dalasile,-31.62187,28.19333,
Eastern Cape,Police,Mount Fletcher,Mount Fletcher,-30.69057,28.50988,
Eastern Cape,Police,Dordrecht,Dordrecht,-31.3794,27.04719,
Eastern Cape,Police,Port Alfred,Port Alfred,-33.59043,26.88904,
Eastern Cape,Police,Rhodes,Rhodes,-30.79379,27.96674,
Eastern Cape,Police,Cambridge,Cambridge,-32.97932,27.89812,
Eastern Cape,Police,Matatiele,Matatiele,-30.34362,28.80508,
Eastern Cape,Police,Klipplaat,Klipplaat,-33.02179,24.33284,
Eastern Cape,Police,Bhisho,Bhisho,-32.85029,27.44085,
Eastern Cape,Police,Ndevana,Ndevana,-32.91955,27.48999,
Eastern Cape,Police,New Brighton,New Brighton,-33.90752,25.5845,
Eastern Cape,Police,Alexandria,Alexandria,-33.65057,26.412,
Eastern Cape,Police,Elliot,Elliot,-31.33022,27.84998,
Eastern Cape,Police,Seafield,Seafield,-33.53064,27.04722,
Eastern Cape,Police,Steytlerville,Steytlerville,-33.32752,24.34185,
Eastern Cape,Police,Glen Grey,Glen Grey,-31.75751,27.0212,
Eastern Cape,Police,Cathcart,Cathcart,-32.29579,27.1411,
Eastern Cape,Police,Tarkastad,Tarkastad,-32.00705,26.25755,
Eastern Cape,Police,Steve Vukile Tshwete,Steve Vukile Tshwete,-32.72903,27.46567,
Eastern Cape,Police,Mount Ayliff,Mount Ayliff,-30.81069,29.36962,
Eastern Cape,Police,Hlababomvu,Hlababomvu,-31.26654,29.36261,
Eastern Cape,Police,Madeira,Madeira,-31.58703,28.78971,
Eastern Cape,Police,Mlungisi,Mlungisi,-31.91098,26.8652555,
Eastern Cape,Police,Venterstad,Venterstad,-30.77378,25.80117,
Eastern Cape,Police,Aberdeen,Aberdeen,-32.47634,24.06098,
Eastern Cape,Police,Committees,Committees,-33.16014,26.83654,
Eastern Cape,Police,Lady Frere,Lady Frere,-31.70148,27.23649,
Eastern Cape,Police,Bolotwa,Bolotwa,-31.9862,27.1992,
Eastern Cape,Police,Baviaanskloof,Baviaanskloof,-33.53938,23.98058,
Eastern Cape,Police,Tamara,Tamara,-32.97844,27.28339,
Eastern Cape,Police,Alice,Alice,-32.79033,26.83583,
Eastern Cape,Police,Middledrift,Middledrift,-32.81951,26.9905,
Eastern Cape,Police,Bolo,Bolo,-32.3882,27.62414,
Eastern Cape,Police,Zele,Zele,-32.77056,27.37591,
Eastern Cape,Police,Keiskammahoek,Keiskammahoek,-32.68017,27.14546,
Eastern Cape,Police,Balfour,Balfour,-32.53628,26.67652,
Eastern Cape,Police,Peddie,Peddie,-33.19855,27.11446,
Eastern Cape,Police,Bell,Bell,-33.24744,27.35953,
Eastern Cape,Police,St Francis Bay,St Francis Bay,-34.16691,24.82673,
Free State,Police,Botshabelo,Botshabelo,-29.2362,26.71606,
Free State,Police,Smithfield,Smithfield,-30.20976,26.53167,
Free State,Police,Ventersburg,Ventersburg,-28.08577,27.13605,
Free State,Police,Theunissen,Theunissen,-28.40042,26.71208,
Free State,Police,Thabong,Thabong,-27.97483,26.78051,
Free State,Police,Heidedal,Heidedal,-29.14242,26.25019,
Free State,Police,Boithuso,Boithuso,-29.25967,26.67399,
Free State,Police,Clocolan,Clocolan,-28.91602,27.56798,
Free State,Police,Zastron,Zastron,-30.30455,27.08167,
Free State,Police,Soutpan,Soutpan,-28.72135,26.06093,
Free State,Police,Wanda,Wanda,-29.60004,24.43268,
Free State,Police,Allanridge,Allanridge,-27.75013,26.64818,
Free State,Police,Roadside,Roadside,-27.51842,28.8493,
Free State,Police,Vrede,Vrede,-27.42321,29.16897,
Free State,Police,Warden,Warden,-27.85385,28.96409,
Free State,Police,Goedemoed,Goedemoed,-30.55924,26.40335,
Free State,Police,Jacobsdal,Jacobsdal,-29.13018,24.77064,
Free State,Police,Jagersfontein,Jagersfontein,-29.76054,25.42291,
Free State,Police,Tumahole,Tumahole,-26.92008,27.48537,
Free State,Police,Meloding,Meloding,-28.13308,26.89475,
Free State,Police,Arlington,Arlington,-28.02889,27.85058,
Free State,Police,Petrus Steyn,Petrus Steyn,-27.64711,28.13161,
Free State,Police,Verkeerdevlei,Verkeerdevlei,-28.83224,26.77901,
Free State,Police,Fouriesburg,Fouriesburg,-28.61588,28.20841,
Free State,Police,Mangaung,Mangaung,-29.15674,26.24956,
Free State,Police,Rouxville,Rouxville,-30.42054,26.83419,
Free State,Police,Excelsior,Excelsior,-28.9382,27.06109,
Free State,Police,Ficksburg,Ficksburg,-28.87051,27.87397,
Free State,Police,Hobhouse,Hobhouse,-29.52845,27.14284,
Free State,Police,Marquard,Marquard,-28.66536,27.4259,
Free State,Police,Senekal,Senekal,-28.3212,27.6226,
Free State,Police,Bethlehem,Bethlehem,-28.23108,28.30889,
Free State,Police,Cornelia,Cornelia,-27.23861,28.85422,
Free State,Police,Kestell,Kestell,-28.31452,28.70516,
Free State,Police,Reitz,Reitz,-27.79927,28.43171,
Free State,Police,Kopanong,Kopanong,-29.18644,26.25326,
Free State,Police,Kagisanong,Kagisanong,-29.18293,26.23517,
Free State,Police,Bainsvlei,Bainsvlei,-29.06613,26.12837,
Free State,Police,Batho,Batho,-29.13468,26.22531,
Free State,Police,Bayswater,Bayswater,-29.08896,26.23033,
Free State,Police,Ladybrand,Ladybrand,-29.19591,27.4568,
Free State,Police,Boshof,Boshof,-28.54034,25.23967,
Free State,Police,Brandfort,Brandfort,-28.7031,26.45913,
Free State,Police,Dealesville,Dealesville,-28.67602,25.76379,
Free State,Police,Dewetsdorp,Dewetsdorp,-29.58358,26.66246,
Free State,Police,Glen,Glen,-28.93999,26.33199,
Free State,Police,Namahadi,Namahadi,-28.58345,28.82841,
Free State,Police,Kommissiepoort,Kommissiepoort,-29.32488,27.28657,
Free State,Police,Wepener,Wepener,-29.73115,27.037,
Free State,Police,Oranjeville,Oranjeville,-26.98908,28.20446,
Free State,Police,Paul Roux,Paul Roux,-28.29686,27.95304,
Free State,Police,Tweespruit,Tweespruit,-29.18634,27.02513,
Free State,Police,Clarens,Clarens,-28.5154,28.41983,
Free State,Police,Mafube,Mafube,-27.26838,28.50321,
Free State,Police,Memel,Memel,-27.68155,29.56703,
Free State,Police,Tweeling,Tweeling,-27.5544,28.51549,
Free State,Police,Bethulie,Bethulie,-30.49887,25.97663,
Free State,Police,Thaba-Nchu,Thaba-Nchu,-29.2112,26.84379,
Free State,Police,Trompsburg,Trompsburg,-30.03372,25.78074,
Free State,Police,Selosesha,Selosesha,-29.19424,26.81939,
Free State,Police,Harrismith,Harrismith,-28.26961,29.12786,
Free State,Police,Tseseng,Tseseng,-28.62038,28.85396,
Free State,Police,Makwane,Makwane,-28.53211,28.88045,
Free State,Police,Phuthaditjhaba,Phuthaditjhaba,-28.51524,28.82656,
Free State,Police,Kroonstad,Kroonstad,-27.66893,27.23468,
Free State,Police,Verkykerskop,Verkykerskop,-27.91964,29.28102,
Free State,Police,Fauresmith,Fauresmith,-29.74649,25.31122,
Free State,Police,Gariepdam,Gariepdam,-30.5913,25.49178,
Free State,Police,Tseki,Tseki,-28.58429,28.77262,
Free State,Police,Edenville,Edenville,-27.55535,27.67408,
Free State,Police,Heilbron,Heilbron,-27.28279,27.96707,
Free State,Police,Rosendal,Rosendal,-28.50406,27.9302,
Free State,Police,Winburg,Winburg,-28.52163,27.0096,
Free State,Police,Welkom,Welkom,-27.97365,26.73691,
Free State,Police,Virginia,Virginia,-28.10392,26.87201,
Free State,Police,Sasolburg,Sasolburg,-26.81351,27.82882,
Free State,Police,Steynsrus,Steynsrus,-27.95346,27.56381,
Free State,Police,Deneysville,Deneysville,-26.88716,28.09493,
Free State,Police,Viljoensdrif,Viljoensdrif,-26.72698,27.92026,
Free State,Police,Vredefort,Vredefort,-27.00656,27.36753,
Free State,Police,Park Road,Park Road,-29.11994,26.21159,
Free State,Police,Edenburg,Edenburg,-29.73567,25.93462,
Free State,Police,Odendaalsrus,Odendaalsrus,-27.87226,26.68751,
Free State,Police,Hertzogville,Hertzogville,-28.13091,25.50616,
Free State,Police,Reddersburg,Reddersburg,-29.65303,26.16737,
Free State,Police,Bronville,Bronville,-27.99683,26.81762,
Free State,Police,Navalsig,Navalsig,-29.10568,26.23765,
Free State,Police,Tierpoort,Tierpoort,-29.44394,26.09008,
Free State,Police,Bloemspruit,Bloemspruit,-29.1395,26.27852,
Free State,Police,Bothaville,Bothaville,-27.38891,26.61423,
Free State,Police,Bultfontein,Bultfontein,-28.29346,26.15286,
Free State,Police,Hoopstad,Hoopstad,-27.83669,25.90546,
Free State,Police,Zamdela,Zamdela,-26.84416,27.85671,
Free State,Police,Villiers,Villiers,-27.02611,28.59953,
Free State,Police,Koppies,Koppies,-27.24265,27.57533,
Free State,Police,Lindley,Lindley,-27.88343,27.92071,
Free State,Police,Parys,Parys,-26.89837,27.4567,
Free State,Police,Koffiefontein,Koffiefontein,-29.40948,25.00308,
Free State,Police,Petrusburg,Petrusburg,-29.11293,25.41366,
Free State,Police,Philippolis,Philippolis,-30.26739,25.27314,
Free State,Police,Steunmekaar,Steunmekaar,-29.49944,25.52628,
Free State,Police,Springfontein,Springfontein,-30.26625,25.70502,
Free State,Police,Maokeng,Maokeng,-27.65223,27.20998,
Free State,Police,Vierfontein,Vierfontein,-27.08004,26.75187,
Free State,Police,Viljoenskroon,Viljoenskroon,-27.20688,26.94658,
Free State,Police,Wesselsbron,Wesselsbron,-27.85679,26.36327,
Free State,Police,Heuningspruit,Heuningspruit,-27.44889,27.42303,
Free State,Police,Van Stadensrus,Van Stadensrus,-29.9874,27.01634,
Free State,Police,Luckhoff,Luckhoff,-29.7515,24.78995,
Free State,Police,Hennenman,Hennenman,-27.97913,27.02748,
Gauteng,Police,Kwa Thema,Kwa Thema,-26.27889,28.39438,
Gauteng,Police,Brakpan,Brakpan,-26.23481,28.36257,
Gauteng,Police,Evaton,Evaton,-26.54172,27.85719,
Gauteng,Police,Katlehong,Katlehong,-26.3619,28.1571,
Gauteng,Police,Hillbrow,Hillbrow,-26.18823,28.04464,
Gauteng,Police,Meadowlands,Meadowlands,-26.22145,27.90026,
Gauteng,Police,Springs,Springs,-26.24489,28.44266,
Gauteng,Police,Mamelodi East,Mamelodi East,-25.71357,28.39609,
Gauteng,Police,De Deur,De Deur,-26.51511,27.91079,
Gauteng,Police,Brooklyn,Brooklyn,-25.7556,28.2377,
Gauteng,Police,Diepsloot,Diepsloot,-25.92322,28.02203,
Gauteng,Police,Wedela,Wedela,-26.4567,27.383,
Gauteng,Police,Orange Farms,Orange Farms,-26.47848,27.8672,
Gauteng,Police,Primrose,Primrose,-26.18914,28.15795,
Gauteng,Police,Alberton,Alberton,-26.26088,28.12692,
Gauteng,Police,Eersterust,Eersterust,-25.70602,28.3189,
Gauteng,Police,Fochville,Fochville,-26.4879,27.49416,
Gauteng,Police,Daveyton,Daveyton,-26.15328,28.4156,
Gauteng,Police,Boschkop,Boschkop,-25.81666,28.40709,
Gauteng,Police,Dawn Park,Dawn Park,-26.315,28.2477,
Gauteng,Police,Tsakane,Tsakane,-26.35194,28.36975,
Gauteng,Police,Eldorado Park,Eldorado Park,-26.29105,27.90082,
Gauteng,Police,Boksburg,Boksburg,-26.22025,28.23787,
Gauteng,Police,Kempton Park,Kempton Park,-26.10141,28.23211,
Gauteng,Police,Tarlton,Tarlton,-26.09221,27.66759,
Gauteng,Police,Ekangala,Ekangala,-25.69136,28.74155,
Gauteng,Police,Rietgat,Rietgat,-25.49786,28.09001,
Gauteng,Police,Akasia,Akasia,-25.62571,28.09538,
Gauteng,Police,Ratanda,Ratanda,-26.55351,28.32785,
Gauteng,Police,Germiston,Germiston,-26.21722,28.16174,
Gauteng,Police,Dunnottar,Dunnottar,-26.35129,28.4388,
Gauteng,Police,Nigel,Nigel,-26.42076,28.47217,
Gauteng,Police,Benoni,Benoni,-26.19655,28.31337,
Gauteng,Police,Kagiso,Kagiso,-26.16425,27.78162,
Gauteng,Police,Magaliesburg,Magaliesburg,-25.99744,27.53867,
Gauteng,Police,Randfontein,Randfontein,-26.18076,27.7062,
Gauteng,Police,Devon,Devon,-26.3563,28.78603,
Gauteng,Police,Soshanguve,Soshanguve,-25.5287,28.1126,
Gauteng,Police,Alexandra,Alexandra,-26.10548,28.10089,
Gauteng,Police,Zonkizizwe,Zonkizizwe,-26.40597,28.17933,
Gauteng,Police,Silverton,Silverton,-25.73355,28.29632,
Gauteng,Police,Bronkhorstspruit,Bronkhorstspruit,-25.80898,28.74566,
Gauteng,Police,Cullinan,Cullinan,-25.67528,28.52028,
Gauteng,Police,Bedfordview,Bedfordview,-26.1796,28.13719,
Gauteng,Police,Bramley,Bramley,-26.12079,28.08413,
Gauteng,Police,Midrand,Midrand,-25.99321,28.12012,
Gauteng,Police,Sandton,Sandton,-26.08026,28.0615,
Gauteng,Police,Linden,Linden,-26.11922,27.9937,
Gauteng,Police,Langlaagte,Langlaagte,-26.20815,27.98447,
Gauteng,Police,Mondeor,Mondeor,-26.27615,28.01003,
Gauteng,Police,Protea Glen,Protea Glen,-26.27697,27.83896,
Gauteng,Police,Mabopane,Mabopane,-25.511,28.0575,
Gauteng,Police,Sunnyside,Sunnyside,-25.75444,28.2077,
Gauteng,Police,Or Tambo Intern Airp,Or Tambo Intern Airp,-26.13293,28.22985,
Gauteng,Police,Wierdabrug,Wierdabrug,-25.82374,28.15524,
Gauteng,Police,Erasmia,Erasmia,-25.81177,28.09258,
Gauteng,Police,Rosebank,Rosebank,-26.14538,28.03842,
Gauteng,Police,Brixton,Brixton,-26.19278,27.99355,
Gauteng,Police,Muldersdrift,Muldersdrift,-26.03846,27.85052,
