Province,Type,Subregion,Name,Latitude,Longitude,Tel
Mpumalanga,Police,Middelburg Mpumalang,Middelburg Mpumalang,-25.76254,29.45876,
Mpumalanga,Police,Hartebeeskop,Hartebeeskop,-26.18032,30.93031,
Mpumalanga,Police,Verena,Verena,-25.48245,29.02751,
Mpumalanga,Police,Greylingstad,Greylingstad,-26.74201,28.76545,
Mpumalanga,Police,Embalenhle,Embalenhle,-26.54492,29.0747,
Mpumalanga,Police,Schoemansdal,Schoemansdal,-25.68235,31.49894,
Mpumalanga,Police,Dirkiesdorp,Dirkiesdorp,-27.17452,30.40569,
Mpumalanga,Police,Trichardt,Trichardt,-26.4936,29.22408,
Mpumalanga,Police,Balfour Tvl,Balfour Tvl,-26.66282,28.58695,
Mpumalanga,Police,Kinross,Kinross,-26.4154,29.08508,
Mpumalanga,Police,Carolina,Carolina,-26.07128,30.11998,
Mpumalanga,Police,Sabie,Sabie,-25.09528,30.78207,
Mpumalanga,Police,Blinkpan,Blinkpan,-26.09934,29.45108,
Mpumalanga,Police,Maartenshoop,Maartenshoop,-24.99079,30.234,
Mpumalanga,Police,Ogies,Ogies,-26.05064,29.05272,
Mpumalanga,Police,Witbank,Witbank,-25.88794,29.23129,
Mpumalanga,Police,Mbuzini,Mbuzini,-25.82101,31.89291,
Mpumalanga,Police,Komatipoort,Komatipoort,-25.4362,31.95774,
Mpumalanga,Police,Barberton,Barberton,-25.79074,31.05178,
Mpumalanga,Police,Kabokweni,Kabokweni,-25.34439,31.12938,
Mpumalanga,Police,Hammarsdale,Hammarsdale,-29.7957,30.65611,
Mpumalanga,Police,Wakkerstroom,Wakkerstroom,-27.35712,30.1484,
Mpumalanga,Police,Mmametlake,Mmametlake,-25.10504,28.5431,
Mpumalanga,Police,Standerton,Standerton,-26.94646,29.24147,
Mpumalanga,Police,Delmas,Delmas,-26.14512,28.68756,
Mpumalanga,Police,Belfast,Belfast,-25.70144,30.04588,
Mpumalanga,Police,Kwamhlanga,Kwamhlanga,-25.43404,28.71577,
Mpumalanga,Police,Emzinoni,Emzinoni,-26.48456,29.44593,
Mpumalanga,Police,Amersfoort,Amersfoort,-27.00869,29.87218,
Mpumalanga,Police,Breyten,Breyten,-26.30226,29.98664,
Mpumalanga,Police,Chrissiesmeer,Chrissiesmeer,-26.28052,30.21357,
Mpumalanga,Police,Evander,Evander,-26.47065,29.10759,
Mpumalanga,Police,Mpumalanga Kzn,Mpumalanga Kzn,-29.81428,30.63633,
Mpumalanga,Police,Val,Val,-26.79825,28.94027,
Mpumalanga,Police,Calcutta,Calcutta,-24.98705,31.24385,
Mpumalanga,Police,Elukwatini,Elukwatini,-26.06088,30.78716,
Mpumalanga,Police,Kanyamazane,Kanyamazane,-25.46503,31.18394,
Mpumalanga,Police,Tweefontein,Tweefontein,-25.40626,28.80638,
Mpumalanga,Police,Kwaggafontein,Kwaggafontein,-25.30942,28.94768,
Mpumalanga,Police,Dientjie,Dientjie,-24.61384,30.80467,
Mpumalanga,Police,Ngodwana,Ngodwana,-25.5708,30.67429,
Mpumalanga,Police,Mhala,Mhala,-24.72574,31.20416,
Mpumalanga,Police,Skukuza,Skukuza,-24.99523,31.59017,
Mpumalanga,Police,Low'S Creek,Low'S Creek,-25.64453,31.29337,
Mpumalanga,Police,Witrivier,Witrivier,-25.3283,31.0179,
Mpumalanga,Police,Kaapmuiden,Kaapmuiden,-25.53614,31.34071,
Mpumalanga,Police,Vaalbank,Vaalbank,-25.15941,28.85709,
Mpumalanga,Police,Morgenzon Transvaal,Morgenzon Transvaal,-26.73369,29.61297,
Mpumalanga,Police,Piet Retief,Piet Retief,-27.00637,30.80584,
Mpumalanga,Police,Sheepmoor,Sheepmoor,-26.71503,30.29458,
Mpumalanga,Police,Volksrust,Volksrust,-27.374,29.88684,
Mpumalanga,Police,Sakhile,Sakhile,-26.96305,29.22101,
Mpumalanga,Police,Grootvlei,Grootvlei,-26.79878,28.50955,
Mpumalanga,Police,Tonga,Tonga,-25.6883,31.78474,
Mpumalanga,Police,Ekulindeni,Ekulindeni,-26.0496,31.01682,
Mpumalanga,Police,Vosman,Vosman,-25.86707,29.12743,
Mpumalanga,Police,Nelspruit,Nelspruit,-25.46928,30.9792,
Mpumalanga,Police,Ermelo,Ermelo,-26.52267,29.98454,
Mpumalanga,Police,Amsterdam,Amsterdam,-26.62306,30.66041,
Mpumalanga,Police,Badplaas,Badplaas,-25.95836,30.56857,
Mpumalanga,Police,Fernie,Fernie,-26.41759,30.7737,
Mpumalanga,Police,Secunda,Secunda,-26.50187,29.18622,
Mpumalanga,Police,Acornhoek,Acornhoek,-24.5971,31.04835,
Mpumalanga,Police,Bushbuckridge,Bushbuckridge,-24.8423,31.06821,
Mpumalanga,Police,Mhluzi,Mhluzi,-25.75075,29.4488,
Mpumalanga,Police,Pilgrim'S Rest,Pilgrim'S Rest,-24.90998,30.7564,
Mpumalanga,Police,Charl Cilliers,Charl Cilliers,-26.65976,29.1875,
Mpumalanga,Police,Siyabuswa,Siyabuswa,-25.11259,29.05024,
Mpumalanga,Police,Davel,Davel,-26.4479,29.66766,
Mpumalanga,Police,Lothair,Lothair,-26.39072,30.44033,
Mpumalanga,Police,Mahamba,Mahamba,-27.10484,31.0679,
North West,Police,Mmakau,Mmakau,-25.6174,27.94101,
North West,Police,Vryburg,Vryburg,-26.95942,24.72628,
North West,Police,Swartruggens,Swartruggens,-25.6489,26.68895,
North West,Police,Zeerust,Zeerust,-25.53974,26.07897,
North West,Police,Mmabatho,Mmabatho,-25.8383,25.6069,
North West,Police,Lomanyaneng,Lomanyaneng,-25.8949,25.65939,
North West,Police,Itsoseng,Itsoseng,-26.08725,25.88043,
North West,Police,Mooifontein,Mooifontein,-26.25351,25.60272,
North West,Police,Madibogo,Madibogo,-26.42189,25.1507,
North West,Police,Atamelang,Atamelang,-26.50534,25.37052,
North West,Police,Bedwang,Bedwang,-25.087,27.96893,
North West,Police,Cyferskuil,Cyferskuil,-25.0764,28.24066,
North West,Police,Phokeng,Phokeng,-25.57313,27.16254,
North West,Police,Madikwe,Madikwe,-25.35177,26.52447,
North West,Police,Taung,Taung,-27.54507,24.77898,
North West,Police,Kgomotso,Kgomotso,-27.98218,24.61279,
North West,Police,Reivilo,Reivilo,-27.57072,24.1833,
North West,Police,Potchefstroom,Potchefstroom,-26.71531,27.09456,
North West,Police,Kanana,Kanana,-26.95975,26.64038,
North West,Police,Sun City,Sun City,-25.36291,27.09869,
North West,Police,Stilfontein,Stilfontein,-26.84451,26.7773,
North West,Police,Christiana,Christiana,-27.90918,25.16738,
North West,Police,Lethabong,Lethabong,-25.43625,27.50895,
North West,Police,Marikana,Marikana,-25.70513,27.48645,
North West,Police,Ottoshoop,Ottoshoop,-25.75138,25.96256,
North West,Police,Klerksdorp,Klerksdorp,-26.86353,26.66311,
North West,Police,Mokopong,Mokopong,-25.36555,22.97807,
North West,Police,Vorstershoop,Vorstershoop,-25.83738,23.02448,
North West,Police,Stella,Stella,-26.54945,24.86213,
North West,Police,Setlagole,Setlagole,-26.27157,25.11376,
North West,Police,Biesiesvlei,Biesiesvlei,-26.37833,25.90384,
North West,Police,Piet Plessis,Piet Plessis,-26.1624,24.40795,
North West,Police,Boitekong,Boitekong,-25.60465,27.29704,
North West,Police,Mothutlung,Mothutlung,-25.59975,27.8873,
North West,Police,Klerkskraal,Klerkskraal,-26.25175,27.16339,
North West,Police,Tshidilamolomo,Tshidilamolomo,-25.82608,24.67348,
North West,Police,Huhudi,Huhudi,-26.96691,24.74053,
North West,Police,Ottosdal,Ottosdal,-26.81203,25.99991,
North West,Police,Buffelshoek,Buffelshoek,-26.80295,27.39991,
North West,Police,Ikageng,Ikageng,-26.72025,27.06247,
North West,Police,Leeudoringstad,Leeudoringstad,-27.23507,26.24131,
North West,Police,Makwassie,Makwassie,-27.31268,25.9933,
North West,Police,Wolmaransstad,Wolmaransstad,-27.20175,25.98018,
North West,Police,Jouberton,Jouberton,-26.89184,26.58773,
North West,Police,Coligny,Coligny,-26.3307,26.31738,
North West,Police,Boshoek,Boshoek,-25.72593,24.28325,
North West,Police,Bray,Bray,-25.45771,23.7157,
North West,Police,Orkney,Orkney,-26.97781,26.66994,
North West,Police,Bloemhof,Bloemhof,-27.65256,25.60685,
North West,Police,Bethanie,Bethanie,-25.55175,27.60139,
North West,Police,Assen,Assen,-25.16766,27.60201,
North West,Police,Lethlabile,Lethlabile,-25.49501,27.83781,
North West,Police,Lichtenburg,Lichtenburg,-26.15137,26.15889,
North West,Police,Hartbeesfontein,Hartbeesfontein,-26.75817,26.42618,
North West,Police,Lehurutshe,Lehurutshe,-25.4878,25.98517,
North West,Police,Motswedi,Motswedi,-25.27729,25.88558,
North West,Police,Mooinooi,Mooinooi,-25.75948,27.55002,
North West,Police,Jericho,Jericho,-25.34301,27.81452,
North West,Police,Klipgat,Klipgat,-25.47304,27.98434,
North West,Police,Morokweng,Morokweng,-26.13677,23.77682,
North West,Police,Amalia,Amalia,-27.24996,25.05068,
North West,Police,Tlhabane,Tlhabane,-25.64737,27.21433,
North West,Police,Makapanstad,Makapanstad,-25.23604,28.12209,
North West,Police,Delareyville,Delareyville,-26.69094,25.4567,
North West,Police,Schweizer-Reneke,Schweizer-Reneke,-27.18943,25.33134,
North West,Police,Ipelegeng,Ipelegeng,-27.19638,25.30579,
North West,Police,Rustenburg,Rustenburg,-25.66821,27.24845,
North West,Police,Groot Marico,Groot Marico,-25.59968,26.41868,
North West,Police,Nietverdiend,Nietverdiend,-25.02325,26.15879,
North West,Police,Mogwase,Mogwase,-25.27102,27.23673,
North West,Police,Pudimoe,Pudimoe,-27.4108,24.71941,
North West,Police,Ganyesa,Ganyesa,-26.5997,24.18723,
North West,Police,Makgobistad,Makgobistad,-25.75024,25.10729,
North West,Police,Khuma,Khuma,-26.85147,26.84686,
North West,Police,Brits,Brits,-25.63515,27.77918,
North West,Police,Mahikeng,Mahikeng,-25.86314,25.64055,
North West,Police,Sannieshof,Sannieshof,-26.52925,25.80644,
North West,Police,Boons,Boons,-25.96687,27.23671,
North West,Police,Koster,Koster,-25.86502,26.89748,
North West,Police,Ventersdorp,Ventersdorp,-26.31736,26.82122,
North West,Police,Hartbeespoortdam,Hartbeespoortdam,-25.72447,27.87159,
North West,Police,Hebron,Hebron,-25.54938,28.01714,
Northern Cape,Police,Noenieput,Noenieput,-27.51294,20.14278,
Northern Cape,Police,Nieuwoudtville,Nieuwoudtville,-31.37425,19.11703,
Northern Cape,Police,Springbok,Springbok,-29.66587,17.88498,
Northern Cape,Police,Alexander Bay,Alexander Bay,-28.60706,16.49218,
Northern Cape,Police,Garies,Garies,-30.56504,17.99024,
Northern Cape,Police,Hondeklip Bay,Hondeklip Bay,-30.32269,17.27415,
Northern Cape,Police,Steinkopf,Steinkopf,-29.26636,17.73565,
Northern Cape,Police,Vioolsdrif,Vioolsdrif,-28.76911,17.62354,
Northern Cape,Police,Brandvlei,Brandvlei,-30.46407,20.4897,
Northern Cape,Police,Fraserburg,Fraserburg,-31.91087,21.5136,
Northern Cape,Police,Galeshewe,Galeshewe,-28.71051,24.74277,
Northern Cape,Police,Hartswater,Hartswater,-27.75361,24.80519,
Northern Cape,Police,Jan Kempdorp,Jan Kempdorp,-27.91606,24.83897,
Northern Cape,Police,Pampierstat,Pampierstat,-27.77091,24.69018,
Northern Cape,Police,Pella,Pella,-29.0335,19.15277,
Northern Cape,Police,Rosedale,Rosedale,-28.4542,21.20795,
Northern Cape,Police,Strydenburg,Strydenburg,-29.94306,23.67684,
Northern Cape,Police,Vanderkloof,Vanderkloof,-29.99861,24.74164,
Northern Cape,Police,Sunrise,Sunrise,-30.64993,24.02046,
Northern Cape,Police,Delportshoop,Delportshoop,-28.41605,24.31019,
Northern Cape,Police,Kagisho,Kagisho,-28.7114,24.71971,
Northern Cape,Police,De Aar,De Aar,-30.6606,24.00504,
Northern Cape,Police,Loeriesfontein,Loeriesfontein,-30.95563,19.44893,
Northern Cape,Police,Kimberley,Kimberley,-28.73487,24.7632,
Northern Cape,Police,Plooysburg,Plooysburg,-29.02645,24.23761,
Northern Cape,Police,Warrenton,Warrenton,-28.11489,24.84885,
Northern Cape,Police,Windsorton,Windsorton,-28.32664,24.71082,
Northern Cape,Police,Kamieskroon,Kamieskroon,-30.21307,17.93159,
Northern Cape,Police,Vosburg,Vosburg,-30.57359,22.8814,
Northern Cape,Police,Kuruman,Kuruman,-27.45901,23.43229,
Northern Cape,Police,Niekerkshoop,Niekerkshoop,-29.32683,22.83759,
Northern Cape,Police,Hanover,Hanover,-31.06641,24.44393,
Northern Cape,Police,Colesberg,Colesberg,-30.7197,25.09446,
Northern Cape,Police,Douglas,Douglas,-29.05651,23.77278,
Northern Cape,Police,Barkly West,Barkly West,-28.53715,24.52533,
Northern Cape,Police,Belmont,Belmont,-29.41678,24.36647,
Northern Cape,Police,Boetsap,Boetsap,-27.9761,24.45268,
Northern Cape,Police,Campbell,Campbell,-28.8032,23.71662,
Northern Cape,Police,Aggeneys,Aggeneys,-29.24206,18.84713,
Northern Cape,Police,Nababeep,Nababeep,-29.58775,17.7859,
Northern Cape,Police,Calvinia,Calvinia,-31.47331,19.77337,
Northern Cape,Police,Hopetown,Hopetown,-29.61956,24.08728,
Northern Cape,Police,Augrabies,Augrabies,-28.66908,20.4225,
Northern Cape,Police,Wrenchville,Wrenchville,-27.45275,23.46428,
Northern Cape,Police,Upington,Upington,-28.45019,21.25989,
Northern Cape,Police,Witdraai,Witdraai,-26.95574,20.7058,
Northern Cape,Police,Pofadder,Pofadder,-29.12586,19.39496,
Northern Cape,Police,Groblershoop,Groblershoop,-28.89311,21.98261,
Northern Cape,Police,Kanoneiland,Kanoneiland,-28.65236,21.08695,
Northern Cape,Police,Keimoes,Keimoes,-28.70806,20.97055,
Northern Cape,Police,Rietfontein,Rietfontein,-26.74269,20.0294,
Northern Cape,Police,Onseepkans,Onseepkans,-28.74154,19.30395,
Northern Cape,Police,Deben,Deben,-27.5982,22.88325,
Northern Cape,Police,Bothithong,Bothithong,-27.065,23.82805,
Northern Cape,Police,Tsineng,Tsineng,-27.08513,23.07619,
Northern Cape,Police,Kakamas,Kakamas,-28.77074,20.61854,
Northern Cape,Police,Kenhardt,Kenhardt,-29.3466,21.15192,
Northern Cape,Police,Kathu,Kathu,-27.69892,23.04492,
Northern Cape,Police,Modder River,Modder River,-29.03196,24.62926,
Northern Cape,Police,Carnarvon,Carnarvon,-30.96943,22.1259,
Northern Cape,Police,Middelpos,Middelpos,-31.90632,20.232,
Northern Cape,Police,Sutherland,Sutherland,-32.39583,20.66037,
Northern Cape,Police,Norvalspont,Norvalspont,-30.63228,25.45104,
Northern Cape,Police,Loxton,Loxton,-31.4772,22.34998,
Northern Cape,Police,Noupoort,Noupoort,-31.17601,24.95116,
Northern Cape,Police,Richmond(C),Richmond(C),-31.41508,23.94401,
Northern Cape,Police,Lime Acres,Lime Acres,-28.35892,23.52467,
Northern Cape,Police,Olifantshoek,Olifantshoek,-27.94753,22.73744,
Northern Cape,Police,Severn,Severn,-26.58681,22.85903,
Northern Cape,Police,Van Zylsrus,Van Zylsrus,-26.87679,22.05007,
Northern Cape,Police,Vanwyksvlei,Vanwyksvlei,-30.35067,21.82435,
Northern Cape,Police,Komaggas,Komaggas,-29.79486,17.48749,
Northern Cape,Police,Mothibistad,Mothibistad,-27.39776,23.49068,
Northern Cape,Police,Batlharos,Batlharos,-27.30544,23.34164,
Northern Cape,Police,Heuningvlei,Heuningvlei,-26.2937,23.17961,
Northern Cape,Police,Kleinsee,Kleinsee,-29.66193,17.07984,
Northern Cape,Police,Port Nolloth,Port Nolloth,-29.25463,16.86932,
Northern Cape,Police,Roodepan,Roodepan,-28.67237,24.73012,
Northern Cape,Police,Britstown,Britstown,-30.59218,23.4996,
Northern Cape,Police,Griekwastad,Griekwastad,-28.84759,23.25104,
Northern Cape,Police,Postmasburg,Postmasburg,-28.33124,23.0668,
Northern Cape,Police,Marydale,Marydale,-29.40618,22.10618,
Northern Cape,Police,Petrusville,Petrusville,-30.07724,24.65858,
Northern Cape,Police,Philipstown,Philipstown,-30.43415,24.47417,
Northern Cape,Police,Prieska,Prieska,-29.6724,22.74069,
Northern Cape,Police,Danielskuil,Danielskuil,-28.18239,23.54306,
Northern Cape,Police,Williston,Williston,-31.3428,20.91551,
Northern Cape,Police,Dingleton,Dingleton,-27.78413,22.98298,
Northern Cape,Police,Kuyasa,Kuyasa,-30.71908,25.10707,
Northern Cape,Police,Victoria West,Victoria West,-31.40416,23.11399,
Northern Cape,Police,Pabalello,Pabalello,-28.44386,21.2221,
Western Cape,Police,Graafwater,Graafwater,-32.15174,18.60647,
Western Cape,Police,Villiersdorp,Villiersdorp,-33.99243,19.28734,
Western Cape,Police,Bredasdorp,Bredasdorp,-34.53644,20.04727,
Western Cape,Police,Caledon,Caledon,-34.23493,19.42919,
Western Cape,Police,Gans Bay,Gans Bay,-34.57818,19.35139,
Western Cape,Police,Rondebosch,Rondebosch,-33.96262,18.46833,
Western Cape,Police,Muizenberg,Muizenberg,-34.10872,18.46663,
Western Cape,Police,Robertson,Robertson,-33.80517,19.87543,
Western Cape,Police,Lwandle,Lwandle,-34.11561,18.86718,
Western Cape,Police,Paarl East,Paarl East,-33.71148,18.99406,
Western Cape,Police,Philippi,Philippi,-34.00107,18.54054,
Western Cape,Police,Langebaan,Langebaan,-33.09287,18.03349,
Western Cape,Police,Moorreesburg,Moorreesburg,-33.15359,18.66466,
Western Cape,Police,Piketberg,Piketberg,-32.90627,18.75449,
Western Cape,Police,Redelinghuys,Redelinghuys,-32.47741,18.53737,
Western Cape,Police,St Helena Bay,St Helena Bay,-32.75816,18.02407,
Western Cape,Police,Vredenburg,Vredenburg,-32.90673,18.00228,
Western Cape,Police,Citrusdal,Citrusdal,-32.58829,19.01101,
Western Cape,Police,Clanwilliam,Clanwilliam,-32.17615,18.89226,
Western Cape,Police,Doring Bay,Doring Bay,-31.81174,18.23678,
Western Cape,Police,Swellendam,Swellendam,-34.02047,20.44455,
Western Cape,Police,Mfuleni,Mfuleni,-33.98106,18.68742,
Western Cape,Police,Riebeek West,Riebeek West,-33.35093,18.8727,
Western Cape,Police,Wellington,Wellington,-33.64022,19.00515,
Western Cape,Police,Tulbagh,Tulbagh,-33.28503,19.14052,
Western Cape,Police,Harare,Harare,-34.05193,18.6693,
Western Cape,Police,Kleinvlei,Kleinvlei,-33.9882,18.71879,
Western Cape,Police,Grabouw,Grabouw,-34.15381,19.01901,
Western Cape,Police,Hermanus,Hermanus,-34.41859,19.23623,
Western Cape,Police,Kleinmond,Kleinmond,-34.33963,19.03232,
Western Cape,Police,Napier,Napier,-34.4756,19.89561,
Western Cape,Police,Strand,Strand,-34.11592,18.83286,
Western Cape,Police,Lingelethu-West,Lingelethu-West,-34.04298,18.66004,
Western Cape,Police,Groot-Drakenstein,Groot-Drakenstein,-33.86616,18.97776,
Western Cape,Police,Mowbray,Mowbray,-33.95012,18.47228,
Western Cape,Police,Hout Bay,Hout Bay,-34.03052,18.35674,
Western Cape,Police,Montagu,Montagu,-33.7846,20.12967,
Western Cape,Police,Dieprivier,Dieprivier,-34.03161,18.46485,
Western Cape,Police,Claremont,Claremont,-33.98442,18.47286,
Western Cape,Police,Saron,Saron,-33.18409,18.99944,
Western Cape,Police,Malmesbury,Malmesbury,-33.45354,18.72971,
Western Cape,Police,Porterville,Porterville,-33.01164,18.99274,
Western Cape,Police,Saldanha,Saldanha,-33.00962,17.93958,
Western Cape,Police,Khayelitsha,Khayelitsha,-34.02464,18.66599,
Western Cape,Police,Woodstock,Woodstock,-33.92897,18.44814,
Western Cape,Police,Riviersonderend,Riviersonderend,-34.15086,19.92037,
Western Cape,Police,Somerset West,Somerset West,-34.07682,18.84466,
Western Cape,Police,Struisbaai,Struisbaai,-34.80059,20.05088,
Western Cape,Police,Cloetesville,Cloetesville,-33.92257,18.85526,
Western Cape,Police,Oudtshoorn,Oudtshoorn,-33.58986,22.20401,
Western Cape,Police,Uniondale,Uniondale,-33.6573,23.12582,
Western Cape,Police,Ladismith,Ladismith,-33.49487,21.2683,
Western Cape,Police,Still Bay,Still Bay,-34.37743,21.41184,
Western Cape,Police,Laingsburg,Laingsburg,-33.19758,20.85937,
Western Cape,Police,Murraysburg,Murraysburg,-31.96489,23.76155,
Western Cape,Police,Cape Town Central,Cape Town Central,-33.92774,18.4231,
Western Cape,Police,Camps Bay,Camps Bay,-33.95604,18.37672,
Western Cape,Police,Maitland,Maitland,-33.92367,18.48325,
Western Cape,Police,Milnerton,Milnerton,-33.87562,18.50175,
Western Cape,Police,Pinelands,Pinelands,-33.92691,18.50137,
Western Cape,Police,Kensington,Kensington,-33.90953,18.51064,
Western Cape,Police,Delft,Delft,-33.97502,18.64209,
Western Cape,Police,Bellville,Bellville,-33.90206,18.6221,
Western Cape,Police,Simon'S Town,Simon'S Town,-34.19313,18.43659,
Western Cape,Police,Kuilsrivier,Kuilsrivier,-33.93231,18.6825,
Western Cape,Police,Touws River,Touws River,-33.33927,20.03179,
Western Cape,Police,Suurbraak,Suurbraak,-34.0046,20.654,
Western Cape,Police,Rawsonville,Rawsonville,-33.68464,19.30908,
Western Cape,Police,Da Gamaskop,Da Gamaskop,-34.17631,22.11733,
Western Cape,Police,Leeu Gamka,Leeu Gamka,-32.77896,21.97303,
Western Cape,Police,Thembalethu,Thembalethu,-34.00341,22.48547,
Western Cape,Police,Kwanonqaba,Kwanonqaba,-34.17612,22.09112,
Western Cape,Police,Kwanokuthula,Kwanokuthula,-34.05359,23.32062,
Western Cape,Police,Conville,Conville,-33.98272,22.47327,
Western Cape,Police,Klawer,Klawer,-31.77222,18.62512,
Western Cape,Police,Lambertsbaai,Lambertsbaai,-32.09251,18.30541,
Western Cape,Police,Sea Point,Sea Point,-33.90553,18.39946,
Western Cape,Police,Nuwerus,Nuwerus,-31.14968,18.35712,
Western Cape,Police,Vanrhynsdorp,Vanrhynsdorp,-31.6083,18.74001,
Western Cape,Police,Belhar,Belhar,-33.94692,18.64877,
Western Cape,Police,Prince Alfred Hamlet,Prince Alfred Hamlet,-33.29353,19.32863,
Western Cape,Police,De Doorns,De Doorns,-33.47424,19.66581,
Western Cape,Police,Klapmuts,Klapmuts,-33.80679,18.86272,
Western Cape,Police,Parow,Parow,-33.90469,18.59561,
Western Cape,Police,Barrydale,Barrydale,-33.90276,20.72117,
Western Cape,Police,Ashton,Ashton,-33.83361,20.06699,
Western Cape,Police,Steenberg,Steenberg,-34.06542,18.47621,
Western Cape,Police,Philippi East,Philippi East,-34.01031,18.60685,
Western Cape,Police,Fish Hoek,Fish Hoek,-34.13289,18.43492,
Western Cape,Police,Vredendal,Vredendal,-31.66088,18.51031,
Western Cape,Police,Elsies River,Elsies River,-33.92441,18.56443,
Western Cape,Police,Lutzville,Lutzville,-31.55902,18.34501,
Western Cape,Police,Ceres,Ceres,-33.36941,19.31159,
Western Cape,Police,Bonnievale,Bonnievale,-33.93905,20.09825,
Western Cape,Police,Goodwood,Goodwood,-33.90888,18.56195,
Western Cape,Police,Kraaifontein,Kraaifontein,-33.857,18.7273,
Western Cape,Police,Gugulethu,Gugulethu,-33.97497,18.56331,
Western Cape,Police,Manenberg,Manenberg,-33.97186,18.55608,
Western Cape,Police,Mitchells Plain,Mitchells Plain,-34.04761,18.62321,
Western Cape,Police,Calitzdorp,Calitzdorp,-33.53339,21.68666,
Western Cape,Police,Athlone,Athlone,-33.96157,18.50724,
Western Cape,Police,Bishop Lavis,Bishop Lavis,-33.94634,18.57224,
Western Cape,Police,De Rust,De Rust,-33.48874,22.53451,
Western Cape,Police,George,George,-33.95658,22.46031,
Western Cape,Police,Knysna,Knysna,-34.03629,23.05145,
Western Cape,Police,Mossel Bay,Mossel Bay,-34.18145,22.14066,
Western Cape,Police,Albertinia,Albertinia,-34.2086,21.58325,
Western Cape,Police,Groot Brakrivier,Groot Brakrivier,-34.05469,22.21906,
Western Cape,Police,Riversdale,Riversdale,-34.09338,21.26123,
Western Cape,Police,Beaufort West,Beaufort West,-32.34946,22.58486,
Western Cape,Police,Laaiplek,Laaiplek,-32.77115,18.15646,
Western Cape,Police,Bothasig,Bothasig,-33.85506,18.54346,
Western Cape,Police,Prince Albert,Prince Albert,-33.21944,22.02828,
Western Cape,Police,Wolseley,Wolseley,-33.4144,19.20104,
Western Cape,Police,Ravensmead,Ravensmead,-33.92226,18.5973,
Western Cape,Police,Lentegeur,Lentegeur,-34.03613,18.6107,
Western Cape,Police,Franschhoek,Franschhoek,-33.9122,19.12143,
Western Cape,Police,Hopefield,Hopefield,-33.06525,18.34998,
Western Cape,Police,Brackenfell,Brackenfell,-33.87196,18.68164,
Western Cape,Police,Stellenbosch,Stellenbosch,-33.93575,18.85592,
Western Cape,Police,Mcgregor,Mcgregor,-33.9463,19.82949,
Western Cape,Police,Stanford,Stanford,-34.43881,19.45789,
Western Cape,Police,Table View,Table View,-33.82635,18.4893,
Western Cape,Police,Mbekweni,Mbekweni,-33.67287,18.99789,
Western Cape,Police,Heidelberg(C),Heidelberg(C),-34.08899,20.95543,
Western Cape,Police,Plettenberg Bay,Plettenberg Bay,-34.05783,23.37196,
Western Cape,Police,Pacaltsdorp,Pacaltsdorp,-34.02196,22.45031,
Western Cape,Police,Langa,Langa,-33.94453,18.52647,
Western Cape,Police,Lansdowne,Lansdowne,-33.99054,18.50523,
Western Cape,Police,Philadelphia,Philadelphia,-33.66565,18.58239,
Western Cape,Police,Elands Bay,Elands Bay,-32.31333,18.34069,
Western Cape,Police,Worcester,Worcester,-33.64546,19.44373,
Western Cape,Police,Strandfontein,Strandfontein,-34.07212,18.57684,
Western Cape,Police,Macassar,Macassar,-34.06112,18.76276,
Western Cape,Police,Ocean View,Ocean View,-34.14435,18.34645,
Western Cape,Police,Bellville South,Bellville South,-33.91541,18.64655,
Western Cape,Police,Durbanville,Durbanville,-33.83389,18.64929,
Western Cape,Police,Dysselsdorp,Dysselsdorp,-33.57618,22.4346,
Western Cape,Police,Genadendal,Genadendal,-34.04481,19.5628,
Western Cape,Police,Gordons Bay,Gordons Bay,-34.15908,18.86941,
Western Cape,Police,Melkbosstrand,Melkbosstrand,-33.72733,18.4481,
Western Cape,Police,Atlantis,Atlantis,-33.56479,18.49318,
Western Cape,Police,Table Bay Harbour,Table Bay Harbour,-33.91001,18.42454,
Western Cape,Police,Wynberg,Wynberg,-34.00399,18.46505,
Western Cape,Police,Grassy Park,Grassy Park,-34.04863,18.49523,
Western Cape,Police,Nyanga,Nyanga,-33.98896,18.58342,
Western Cape,Police,Paarl,Paarl,-33.73854,18.96916,
Western Cape,Police,Darling,Darling,-33.37637,18.38199,
Western Cape,Police,Eendekuil,Eendekuil,-32.6894,18.882,
Western Cape,Police,Kirstenhof,Kirstenhof,-34.07219,18.45524,
